,0,1,2,3,4,5,6,7,8,9
0,0.01,0.0,-0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1,-0.00871323049068451,0.06035972014069557,-0.2028060108423233,0.02410518005490303,4.937406063079834,0.04127295035868883,-0.21986088901758194,-0.037476975470781326,0.09775055199861526,0.07014796882867813
2,-0.006306633353233337,0.04565830156207085,-0.2050379365682602,0.03002570942044258,4.9415202140808105,0.038658668054267764,-0.26549311727285385,-0.03683455288410187,0.09895994514226913,0.06732028722763062
3,-0.0037523657083511353,0.02489306405186653,-0.2076321542263031,0.03706993907690048,4.946255683898926,0.03208627784624696,-0.30641645938158035,-0.03519036993384361,0.09611385315656662,0.0641915425658226
4,-0.0015272200107574463,-0.002184838056564331,-0.21048511564731598,0.04478847607970238,4.951317310333252,0.020932809449732304,-0.3332044333219528,-0.03282961621880531,0.087215855717659,0.04987456649541855
5,-0.0005640983581542969,-0.022399580106139183,-0.21240320801734924,0.04974167048931122,4.954061985015869,0.011641895398497581,-0.3385889604687691,-0.031243009492754936,0.0783405676484108,0.039127167314291
6,0.0001707226037979126,-0.043401455506682396,-0.21458818018436432,0.054925497621297836,4.95700740814209,0.0012473054230213165,-0.33105139434337616,-0.029574990272521973,0.06595145165920258,0.0430261604487896
7,-0.00018399953842163086,-0.04658131394535303,-0.21458818018436432,0.054925497621297836,4.95700740814209,-0.0006041470915079117,-0.33083851635456085,-0.029574990272521973,0.06595145165920258,0.0430261604487896
8,-0.00043195486068725586,-0.06211817869916558,-0.2159808725118637,0.057847850024700165,4.958293914794922,-0.008903700858354568,-0.3168918192386627,-0.02854784205555916,0.05673682689666748,-0.004139123018831015
9,-0.001242220401763916,-0.08067138865590096,-0.2176595777273178,0.061152275651693344,4.954505920410156,-0.017224110662937164,-0.3058626167476177,-0.02748938649892807,0.057901378720998764,-0.11381556838750839
10,-0.00392073392868042,-0.11553123220801353,-0.22045813500881195,0.0714162290096283,4.929965496063232,-0.03192570060491562,-0.3506575971841812,-0.024133536964654922,0.14745621383190155,-0.3426065742969513
11,-0.00472790002822876,-0.12419482693076134,-0.22102633118629456,0.0754052996635437,4.920943737030029,-0.034822653979063034,-0.3685491234064102,-0.0233372300863266,0.180013045668602,-0.39976197481155396
12,-0.006536930799484253,-0.1428735926747322,-0.22210033237934113,0.08589383214712143,4.89876651763916,-0.039889996871352196,-0.4066666215658188,-0.02160247229039669,0.25219613313674927,-0.5147666335105896
13,-0.009079456329345703,-0.16895771026611328,-0.2233380228281021,0.10439848154783249,4.8648200035095215,-0.04423225671052933,-0.4584447517991066,-0.019827522337436676,0.36015045642852783,-0.6002463102340698
14,-0.011802032589912415,-0.19752416759729385,-0.2244846075773239,0.129513218998909,4.826466083526611,-0.0458252876996994,-0.4868371821939945,-0.018616750836372375,0.46844497323036194,-0.6736254096031189
15,-0.014500722289085388,-0.22686824202537537,-0.22558948397636414,0.16080264747142792,4.783759593963623,-0.04364744760096073,-0.48709646612405777,-0.01840224675834179,0.5660813450813293,-0.7434023022651672
16,-0.017392516136169434,-0.26102950796484947,-0.22694391012191772,0.20570699870586395,4.728508949279785,-0.03618096932768822,-0.456664115190506,-0.01939840242266655,0.6731982231140137,-0.7821102142333984
17,-0.018581077456474304,-0.27687080949544907,-0.2276621311903,0.230942964553833,4.700390338897705,-0.03024454228579998,-0.4243587553501129,-0.020455176010727882,0.7223377823829651,-0.779766857624054
18,-0.020507410168647766,-0.31319541530683637,-0.2301136702299118,0.31538015604019165,4.618038177490234,-0.004896366968750954,-0.2343207597732544,-0.024937761947512627,0.8261803984642029,-0.7348586320877075
19,-0.020532608032226562,-0.3180256560444832,-0.23072806000709534,0.33540835976600647,4.6006622314453125,0.001721670851111412,-0.17706072330474854,-0.026070579886436462,0.840007483959198,-0.7158809304237366
20,-0.0200970321893692,-0.323307354003191,-0.23203779757022858,0.37624871730804443,4.567422389984131,0.015329328365623951,-0.051277101039886475,-0.02828063629567623,0.858157217502594,-0.6716721057891846
21,-0.018632784485816956,-0.32097337394952774,-0.23381085693836212,0.4281086325645447,4.529309272766113,0.03233062638901174,0.11987614631652832,-0.030585072934627533,0.8678053021430969,-0.6014682650566101
22,-0.015762940049171448,-0.3182784467935562,-0.23609666526317596,0.4904794991016388,4.489486217498779,0.0494260098785162,0.3068779706954956,-0.03267727792263031,0.8621385097503662,-0.5098372101783752
23,-0.012280970811843872,-0.26710525155067444,-0.23769377171993256,0.5315991044044495,4.466562747955322,0.06816260144114494,0.5291523933410645,-0.03368426114320755,0.8516191244125366,-0.45056283473968506
24,-0.008704185485839844,-0.23796346783638,-0.23932522535324097,0.5721719861030579,4.446376323699951,0.07966367155313492,0.6712167263031006,-0.03415160998702049,0.8399858474731445,-0.3958277702331543
25,-0.004614800214767456,-0.20237323641777039,-0.2409648895263672,0.6122235059738159,4.428671360015869,0.08961965143680573,0.7982320785522461,-0.034081555902957916,0.8300955295562744,-0.34757858514785767
26,-0.0008987933397293091,-0.14137780666351318,-0.24178005754947662,0.6320932507514954,4.420636177062988,0.09826083108782768,0.9034292101860046,-0.033867787569761276,0.8265003561973572,-0.32580485939979553
27,0.0064416080713272095,-0.11326450109481812,-0.24494963884353638,0.711211085319519,4.3933329582214355,0.10562006756663322,1.0069552659988403,-0.031965356320142746,0.8257720470428467,-0.25068098306655884
28,0.01427413523197174,-0.03798788785934448,-0.24715720117092133,0.7712307572364807,4.3767595291137695,0.11083848029375076,1.0688629150390625,-0.02932269126176834,0.8436112403869629,-0.21344977617263794
29,0.019621729850769043,0.013463258743286133,-0.24850499629974365,0.8122990727424622,4.367133140563965,0.11154755391180515,1.069419264793396,-0.026945682242512703,0.8672412633895874,-0.1898263841867447
30,0.025686323642730713,0.09808355569839478,-0.24943377077579498,0.8439850211143494,4.360631465911865,0.11089344508945942,1.0431263446807861,-0.024841831997036934,0.8912760019302368,-0.17318609356880188
31,0.032687097787857056,0.20317572355270386,-0.2502812445163727,0.8766376376152039,4.354706764221191,0.10685495100915432,0.9667758345603943,-0.02247360162436962,0.9202556014060974,-0.15892469882965088
32,0.03748537600040436,0.17732787132263184,-0.2520812451839447,0.9696592092514038,4.340725421905518,0.09738931898027658,0.828925371170044,-0.01509785745292902,1.0186961889266968,-0.1322714388370514
33,0.04600204527378082,0.24388670921325684,-0.25311586260795593,1.0735487937927246,4.329624176025391,0.0798416887409985,0.5564813613891602,-0.0066680689342319965,1.1440880298614502,-0.09904197603464127
34,0.04956310987472534,0.2665013074874878,-0.2533206343650818,1.130253553390503,4.325399398803711,0.0692424769513309,0.39732515811920166,-0.0022047306410968304,1.2132716178894043,-0.07832223176956177
35,0.05615586042404175,0.3048567771911621,-0.25297272205352783,1.270119309425354,4.319636344909668,0.040270074270665646,-0.004472017288208008,0.008387786336243153,1.3698283433914185,-0.029357220977544785
36,0.057862937450408936,0.28043997287750244,-0.2520863711833954,1.3724794387817383,4.318737030029297,0.02252868004143238,-0.22502481937408447,0.01586817018687725,1.466591715812683,0.0014835040783509612
37,0.05753789842128754,0.21767818927764893,-0.24808849394321442,1.5938106775283813,4.322154998779297,-0.030801509507000446,-0.5991609692573547,0.04439003765583038,1.5789244174957275,0.03942221403121948
38,0.055367812514305115,0.18701684474945068,-0.2454591542482376,1.6696922779083252,4.324232578277588,-0.05819011013954878,-0.6677327752113342,0.06450817734003067,1.5797959566116333,0.04816595837473869
39,0.05175173282623291,0.15377259254455566,-0.24170279502868652,1.745224118232727,4.326894760131836,-0.09079865802777931,-0.7101179957389832,0.09108205139636993,1.5667650699615479,0.06107203662395477
40,0.03206682205200195,0.0012607574462890625,-0.2221713662147522,1.9474200010299683,4.337165355682373,-0.218151000328362,-0.6823177337646484,0.21370278298854828,1.4888648986816406,0.09568092226982117
41,0.019823715090751648,0.024584531784057617,-0.21033073961734772,2.0178751945495605,4.342106819152832,-0.27393829252105206,-0.6784517765045166,0.2757774591445923,1.4497483968734741,0.10912811756134033
42,-0.013064265251159668,-0.0732429027557373,-0.17708931863307953,2.152878999710083,4.353615760803223,-0.39899262599647045,-0.5851909518241882,0.4119282364845276,1.364138126373291,0.12687565386295319
43,-0.03660307824611664,-0.06646275520324707,-0.14972437918186188,2.232800245285034,4.361417770385742,-0.4313037171959877,-0.47096574306488037,0.49347367882728577,1.3029342889785767,0.13310305774211884
44,-0.0855291485786438,-0.10587239265441895,-0.08944366872310638,2.366770029067993,4.3762335777282715,-0.45869043469429016,-0.2606995701789856,0.6105934381484985,1.1808243989944458,0.13977006077766418
