,0
473,24.972000000000005
474,25.032
475,25.092000000000002
476,25.163999999999998
477,25.212
478,25.272000000000002
479,25.332000000000004
480,25.38
481,25.404
482,25.452
483,25.512000000000004
484,25.572
485,25.572
486,25.632
487,25.692000000000004
488,25.764
489,25.812
490,25.872000000000003
491,25.872000000000003
492,25.932
493,25.992
494,26.052000000000003
495,26.112
496,26.184
497,26.232000000000003
498,26.280000000000005
499,26.328
500,26.376
501,26.424000000000003
502,26.472000000000005
503,26.532
504,26.580000000000002
505,26.604000000000003
506,26.652000000000005
507,26.7
508,26.76
509,26.832000000000004
510,26.832000000000004
511,26.88
512,26.94
513,27.012000000000004
514,27.06
515,27.12
516,27.180000000000003
517,27.228000000000005
518,27.252
519,27.3
520,27.348000000000003
521,27.396000000000004
522,27.456
523,27.528000000000002
524,27.564000000000004
525,27.612
526,27.66
527,27.720000000000002
528,27.720000000000002
529,27.780000000000005
530,27.852
531,27.900000000000002
532,27.948000000000004
533,27.996
534,28.044
535,28.104000000000003
536,28.176
537,28.212
538,28.26
539,28.308000000000003
540,28.368
541,28.428
542,28.488000000000003
543,28.500000000000004
544,28.512000000000004
545,28.596
546,28.656000000000002
547,28.727999999999998
548,28.764
549,28.824
550,28.824
551,28.884000000000004
552,28.956
553,28.992
554,29.040000000000003
555,29.100000000000005
556,29.172
557,29.208000000000002
558,29.268000000000004
559,29.328
560,29.388
561,29.400000000000002
562,29.448000000000004
563,29.496
564,29.544
565,29.592000000000002
566,29.640000000000004
567,29.688
568,29.736
569,29.796000000000003
570,29.868
571,29.916
572,29.976000000000003
573,29.976000000000003
574,30.084
575,30.108
576,30.156000000000002
577,30.204000000000004
578,30.252
579,30.3
580,30.360000000000003
581,30.419999999999998
582,30.48
583,30.48
584,30.552000000000003
585,30.588000000000005
586,30.648
587,30.720000000000002
588,30.756000000000004
589,30.816
590,30.828
591,30.936000000000003
592,30.948000000000004
593,30.996
594,31.056
595,31.128000000000004
596,31.176
597,31.224
598,31.272000000000002
599,31.320000000000004
600,31.368
601,31.416
602,31.464000000000002
603,31.524000000000004
604,31.584
605,31.632
606,31.656000000000002
607,31.704000000000004
608,31.752
609,31.812
610,31.884000000000004
611,31.932
612,31.98
613,32.028000000000006
614,32.07600000000001
615,32.07600000000001
616,32.135999999999996
617,32.196
618,32.268
619,32.304
620,32.364000000000004
621,32.42400000000001
622,32.483999999999995
623,32.532
624,32.556
625,32.604
626,32.664
627,32.724000000000004
628,32.772000000000006
629,32.83200000000001
630,32.879999999999995
631,32.903999999999996
632,32.94
633,32.988
634,33.048
635,33.120000000000005
636,33.156000000000006
637,33.20400000000001
638,33.251999999999995
639,33.312
640,33.372
641,33.372
642,33.432
643,33.492000000000004
644,33.56400000000001
645,33.611999999999995
646,33.66
647,33.708
648,33.768
649,33.828
650,33.876000000000005
651,33.876000000000005
652,33.995999999999995
653,34.044
