0.01,0,-0.2,0,-2,0,0,0,0,0
-0.007641429,-0.022960452,-0.182629662,0.023110155,-2.002905813,-0.349771442,-0.455171818,0.346655622,0.461211144,-0.056637175
-0.052277053,-0.081370405,-0.137469424,0.08373015,-2.010702672,-0.534931525,-0.70246593,0.554581198,0.748593856,-0.097396379
-0.102230705,-0.156401018,-0.082670851,0.167746674,-2.02373346,-0.455060988,-0.784471666,0.539159164,0.928376747,-0.163398958
-0.134984684,-0.233708949,-0.036630351,0.267161359,-2.045767769,-0.194366229,-0.747995858,0.380262053,1.056553059,-0.278903339
-0.138110618,-0.303216657,-0.009071364,0.378385558,-2.08080921,0.132020549,-0.630060149,0.170875196,1.164958387,-0.423409308
-0.111441084,-0.356488652,9.14E-09,0.498535579,-2.130495572,0.396336049,-0.426118326,0.011789137,1.235766502,-0.571179633
-0.066684566,-0.378280732,9.93E-09,0.616183134,-2.196304345,0.490698959,-0.006426837,-0.009800093,1.116374657,-0.745579531
-0.016487089,-0.358372658,-0.000245745,0.721241714,-2.275019831,0.505119975,0.402212221,0.006882688,0.985380755,-0.827612773
0.034445511,-0.302800888,9.61E-09,0.816287393,-2.355965255,0.50570768,0.702215287,-4.52E-05,0.917254679,-0.789289884
0.083315893,-0.223648879,-5.63E-06,0.908308062,-2.428458624,0.464391184,0.870001059,0.001728173,0.925818109,-0.659136763
0.126702884,-0.133674961,9.52E-09,1.004259695,-2.48582626,0.397115711,0.916601068,-8.40E-05,0.996378252,-0.487849047
0.161881831,-0.043862636,-2.19E-05,1.10911673,-2.526046365,0.301763294,0.866636472,0.000801545,1.103958755,-0.317189681
0.186510826,0.037529367,-1.02E-06,1.225300447,-2.55041701,0.187875507,0.749547982,0.000337757,1.222579357,-0.171417929
0.198963623,0.105177203,-4.63E-06,1.352825328,-2.562199247,0.060011497,0.593828425,-0.000122723,1.330272161,-0.065491737
0.198256892,0.156371649,1.31E-09,1.489899762,-2.564880852,-0.073561652,0.422882568,7.17E-05,1.412980125,0.010910546
0.184354285,0.190563076,8.72E-09,1.633599282,-2.560780681,-0.202220018,0.256103661,-0.00062938,1.462200033,0.070653002
0.158079177,0.208868954,-1.88E-09,1.780407837,-2.551100888,-0.319373318,0.107284089,-0.00033123,1.47464179,0.122999732
0.121073389,0.21350755,1.79E-09,1.926693616,-2.536355064,-0.415259658,-0.015370258,-0.001015817,1.451284629,0.172302104
0.075724242,0.207299967,9.38E-09,2.069074779,-2.516846954,-0.484854141,-0.108028529,-0.00067178,1.396153645,0.21835485
0.02626539,0.193283904,-0.001203135,2.204673046,-2.492991518,-0.496619438,-0.170171625,-0.025283857,1.315290545,0.259031927
-0.02061781,0.174462544,-0.006872705,2.331255389,-2.465497645,-0.433646278,-0.203160879,-0.089925304,1.215595942,0.290738917
-0.058853661,0.153590196,-0.01975011,2.44729728,-2.435378101,-0.325056584,-0.210794398,-0.169100459,1.104383965,0.311351037
-0.085254678,0.132922922,-0.0402666,2.551996327,-2.403719824,-0.198845682,-0.199124653,-0.24224116,0.988755109,0.321527354
-0.099209306,0.114073401,-0.067105096,2.645199802,-2.371493513,-0.078085471,-0.174785958,-0.295059823,0.874557674,0.322838826
-0.102101222,0.098034338,-0.097822461,2.727238002,-2.339541404,0.020678169,-0.143397711,-0.319393372,0.765568096,0.316175008
-0.096655932,0.085338794,-0.129406685,2.79868996,-2.308666568,0.087332958,-0.10845559,-0.312071283,0.66296551,0.301365307
-0.086339506,0.076309803,-0.158701045,2.860102575,-2.27971012,0.117298883,-0.07064798,-0.273399045,0.564924076,0.277810697
-0.074837349,0.071379059,-0.18269549,2.911651108,-2.253586253,0.110832111,-0.027149779,-0.206020044,0.465845827,0.244679499
-0.065486654,0.071448828,-0.198831193,2.952735098,-2.231351795,0.074611548,0.028531953,-0.116308206,0.355837209,0.1999993
-0.060355509,0.078015386,-0.205674001,2.981772657,-2.214212004,0.027149955,0.101667277,-0.020336317,0.225192096,0.142812265
-0.058582954,0.092099131,-0.204424189,2.997150379,-2.20342795,0.00801538,0.177547714,0.045402768,0.082966745,0.072926962
-0.054744034,0.110973186,-0.200657357,3.000479327,-2.199704677,0.068104018,0.196674537,0.030095795,-0.015587092,0.001538072
-0.043820864,0.124899589,-0.199878656,3.000422206,-2.199901036,0.14859783,0.079672352,-0.014088955,0.014980582,-0.005564756
