0,0,0.199999931,0.000165723,5
-0.0013393,-0.008493468,0.201346502,0.00891057,4.998811155
-0.005973356,-0.038017607,0.206037097,0.039080061,4.994610294
-0.014547871,-0.093123776,0.214843607,0.096092061,4.986513481
-0.026648399,-0.171984092,0.227627909,0.179997272,4.974382756
-0.041038981,-0.267800574,0.243625534,0.287231669,4.958886163
-0.055969645,-0.370577858,0.261707297,0.412195661,4.941628971
-0.069580247,-0.469529293,0.280614401,0.548716767,4.925077492
-0.080301888,-0.55558413,0.299132138,0.691273779,4.912112478
-0.087095745,-0.623002967,0.316149673,0.835804432,4.905301557
-0.089448458,-0.669513865,0.330556035,0.980029022,4.906184231
-0.087188893,-0.695254261,0.340902241,1.123436769,4.914858279
-0.080273236,-0.701346253,0.34464298,1.267117335,4.929975119
-0.068659876,-0.688826539,0.336496999,1.41324196,4.949061319
-0.052317792,-0.658202761,0.305188204,1.56267542,4.96900105
-0.031350774,-0.609538924,0.273701544,1.682699999,4.986534171
-0.006178515,-0.542852609,0.2466506,1.78218132,4.99867933
0.022306026,-0.458647,0.224118531,1.867730513,5.003040543
0.052669171,-0.358445588,0.206100217,1.943562487,4.997993631
0.083003216,-0.245159184,0.166838427,2.020544998,4.982821665
0.111134207,-0.123129228,0.16092611,2.086162856,4.957847906
0.134921681,0.002178366,0.232407102,2.109198454,4.92448428
0.152571377,0.124770272,0.260561265,2.132756024,4.885127874
0.162885156,0.238889082,0.268752296,2.172370739,4.842913667
0.165390086,0.339739721,0.26952509,2.228459905,4.801351363
0.160321717,0.423972217,0.268269078,2.298059041,4.763900511
0.148484827,0.489804303,0.266891728,2.377843229,4.733558442
0.131053217,0.536810863,0.265757117,2.464716348,4.712533512
0.109378187,0.565529412,0.264591053,2.555880383,4.70205231
0.084851118,0.577070061,0.262893648,2.648843042,4.702315594
0.058826817,0.572865755,0.260128735,2.741404726,4.712588074
0.032584054,0.554594963,0.255812655,2.83162385,4.731388962
0.007292003,0.524214808,0.2495597,2.917792623,4.756742341
-0.016035556,0.484001453,0.241110006,2.99840376,4.786445115
-0.036595377,0.436514802,0.230347211,3.072140247,4.818313701
-0.053841744,0.384462299,0.21730535,3.137905732,4.850379486
-0.067506769,0.330494131,0.202162488,3.194866868,4.881016895
-0.077585427,0.276991398,0.185220592,3.242491031,4.909003448
-0.084289732,0.225903673,0.166874524,3.280567803,4.933523624
-0.087985249,0.17866552,0.147575387,3.30920578,4.95413443
-0.089124867,0.136191801,0.127793827,3.328803999,4.970710187
-0.088191229,0.098931863,0.107987712,3.340004891,4.983379651
-0.085653599,0.066956347,0.088576783,3.343636807,4.992463106
-0.081940067,0.040053621,0.069925158,3.340649667,4.998412569
-0.077422983,0.017820406,0.052331354,3.332055796,5.001755425
-0.072414305,-0.000261351,0.0360248,3.318877913,5.003040543
-0.067167622,-0.014763811,0.021167557,3.30210672,5.002785637
-0.061882351,-0.026267753,0.007859071,3.282669481,5.00144036
-0.056706998,-0.035328751,-0.003857876,3.261404395,4.99937995
-0.051743008,-0.042452144,-0.013989982,3.239045691,4.996913584
-0.047050506,-0.048076025,-0.022584963,3.216216411,4.99429188
-0.042655255,-0.052561683,-0.029722543,3.19342564,4.991713587
-0.038556229,-0.056190696,-0.035505513,3.17107471,4.989331594
-0.034733254,-0.059167646,-0.040051361,3.149466296,4.987258375
-0.031154224,-0.061627303,-0.043484834,3.128814543,4.985571012
-0.027781536,-0.063645007,-0.04593169,3.109258333,4.984315848
-0.024577451,-0.065248984,-0.047513751,3.090878302,4.983512849
-0.021508237,-0.066433395,-0.048345276,3.073708658,4.98315971
-0.018547043,-0.067171097,-0.048530601,3.057749769,4.983235717
-0.015675544,-0.067425314,-0.04816291,3.042980107,4.983705398
-0.012884493,-0.067159563,-0.04732395,3.029365457,4.984521964
-0.010173352,-0.066345496,-0.046084508,3.016867273,4.985630552
-0.007549213,-0.064968512,-0.044505423,3.005446778,4.986971256
-0.005025241,-0.063031152,-0.042638948,2.995068169,4.988481948
-0.002618822,-0.060554459,-0.040530279,2.985700459,4.990100839
-0.000349636,-0.057577588,-0.038219095,2.977319156,4.991768766
0.001762204,-0.054156016,-0.035740994,2.969903607,4.993431134
0.003697821,-0.050358713,-0.033128735,2.963436441,4.99503949
0.005440954,-0.046264653,-0.030413233,2.957902873,4.996552697
0.006979004,-0.041958983,-0.027624277,2.953286443,4.997937683
0.008303728,-0.037529177,-0.024790974,2.949568661,4.999169786
0.009411583,-0.033061403,-0.021941951,2.946727541,5.000232699
0.010303755,-0.028637291,-0.019105321,2.944735736,5.001118075
0.010985895,-0.024331242,-0.016308484,2.943560163,5.001824818
0.011467644,-0.020208335,-0.013577787,2.943161813,5.002358148
0.011761993,-0.016322877,-0.010938118,2.943495229,5.002728487
0.011884538,-0.012717566,-0.008412469,2.944509074,5.002950245
0.0118527,-0.009423232,-0.006021513,2.946146545,5.003040543
0.01168495,-0.00645908,-0.003783234,2.948346402,5.00301795
0.011400094,-0.003833363,-0.001712637,2.951043844,5.002901392
0.011016636,-0.001544389,0.00017844,2.95417372,5.002709458
0.010552266,0.000418219,0.001881404,2.95767012,5.002459929
0.010023482,0.002072096,0.00339086,2.961466635,5.002169413
0.009445356,0.003440622,0.004704451,2.965499993,5.001853073
0.008831439,0.004551402,0.005822582,2.969708147,5.001524457
0.008193803,0.005434771,0.006748055,2.974034163,5.001195413
0.007543187,0.006122401,0.007485615,2.978423878,5.000876085
0.006889231,0.006646019,0.008041459,2.982828088,5.000574961
0.006240753,0.0070363,0.008422713,2.987202195,5.000298983
0.005606049,0.00732192,0.008636909,2.991508611,5.000053679
0.004993179,0.007528812,0.008691494,2.995715276,4.999843333
0.004410194,0.007679609,0.0085934,2.999794003,4.999671162
0.003865289,0.007793293,0.008348684,3.003721231,4.999539497
0.003366852,0.007885024,0.007962284,3.007479589,4.999449955
0.002923381,0.007966182,0.007437888,3.01105444,4.999403602
0.002543283,0.008044568,0.006777926,3.01443677,4.999401089
0.002234544,0.008124778,0.005983699,3.017619421,4.999442786
0.002004302,0.008208708,0.005055608,3.020597897,4.999528879
0.00185835,0.008296151,0.003993478,3.023371521,4.999659449
0.001800621,0.008385442,0.002796939,3.025940471,4.99983452
0.001832711,0.00847408,0.001465802,3.028303555,5.000054096
