1.943073668,12.32243359,20.43071741,0.04747624
2.896826401,18.56859096,20.76701728,0.105787896
3.116352254,20.43321099,22.06570541,0.186416673
2.833538833,19.37677388,23.95890371,0.305309281
2.249152415,16.60261116,25.99722942,0.487318546
1.52346845,13.03513046,27.72453383,0.769861021
0.769542021,9.316026966,28.76598037,1.210895897
0.053655429,5.833459742,28.89842908,1.902032775
-0.595508314,2.78369924,28.08094786,2.986302399
-1.171748365,0.246887062,26.44203973,4.687810728
-1.675581936,-1.748075841,24.23614106,7.357975029
-2.102269715,-3.186160568,21.78698676,11.54854797
-2.4351967,-4.058011788,19.43183938,18.12567462
-2.643492125,-4.371252456,17.47425014,28.44770478
-2.681635511,-4.168244941,16.14167929,44.64692938
-2.514742528,-3.525862636,15.55380888,55.77747536
-2.146821279,-2.54860494,15.70690174,62.97793231
-1.623881681,-1.368301636,16.57602902,67.34800165
-1.032756656,-0.149957954,18.11664269,69.47176281
-0.48001154,0.926260763,20.18075952,77.47477145
-0.052367766,1.704318661,22.55270338,75.46312487
0.204366869,2.077940571,24.98953622,48.08247663
0.281000366,2.002585328,27.25487535,30.63677969
0.196521289,1.495229917,29.14851166,19.52076159
-0.012429808,0.622827623,30.52671184,12.43788779
-0.301400352,-0.516019548,31.31183756,7.924913706
-0.625836163,-1.811058825,31.4920884,5.0494761
-0.946040438,-3.157409414,31.11354722,3.217675001
-1.229585782,-4.466700715,30.26712038,2.050271393
-1.45191585,-5.67161317,29.07282896,1.306364872
-1.596054891,-6.725017492,27.66367064,0.832893935
-1.652102681,-7.596018085,26.17093469,0.530626529
-1.616844228,-8.265336763,24.71235665,0.337575753
-1.493438661,-8.721817448,23.38397274,0.214769446
-1.290957622,-8.960769707,22.255878,0.136226015
-1.023527039,-8.983900233,21.37150673,0.085533452
-0.708999282,-8.79998533,20.74959806,0.052865043
-0.3672578,-8.425414329,20.38782,0.032179029
-0.018391612,-7.883977365,20.26704453,0.019492274
0.318980141,-7.205707438,20.3555447,0.011983346
0.629040671,-6.424949632,20.6126199,0.007499905
0.899633291,-5.578006445,20.99150552,0.004568745
1.122663127,-4.700732551,21.4415429,0.002688549
1.294058192,-3.826387922,21.90971493,0.001568164
1.413428104,-2.983968082,22.34169228,0.000979244
1.483489295,-2.197087362,22.71218614,0.000651894
1.508648095,-1.483314686,23.02534429,0.000318907
1.49434655,-0.854268684,23.28527756,0.000117845
1.447092939,-0.315875852,23.49615915,2.55E-05
1.373873117,0.130991841,23.66224798,0
1.28165722,0.489679818,23.78786538,0.000145388
1.177004646,0.766796022,23.87734843,0.000232869
1.065766748,0.971239781,23.93499388,0.000202145
0.952898323,1.113280404,23.96500673,0.000258827
0.842361587,1.203716149,23.97146811,0.000400566
0.737117362,1.253154491,23.95830466,0.00033069
0.639173367,1.271454761,23.92927324,0.000258318
0.549679465,1.267357186,23.88794089,0.000294208
0.469058716,1.24823254,23.83766528,0.000368668
0.397161147,1.219929845,23.78157735,0.000412872
0.333409192,1.186845135,23.72255204,0.000314911
0.276944445,1.151995721,23.66318238,0.000221353
0.226763724,1.117177152,23.60574486,0.00020589
0.181823242,1.083201365,23.55217353,0.000224524
0.141133757,1.050095144,23.50402453,0.000157816
0.103821286,1.017372609,23.46246997,0.000193842
0.069174024,0.984206963,23.42829225,0.000265396
0.036660384,0.94964954,23.40189425,0.000287087
0.005933327,0.91276558,23.38332736,0.000472158
-0.023186028,0.872774245,23.37231973,0.000666611
-0.050726883,0.829107459,23.36832466,0.00077897
-0.07659786,0.781478437,23.37056736,0.000821845
-0.100618437,0.72987459,23.37810365,0.000736472
-0.122557611,0.674560492,23.38986771,0.000523094
-0.142168738,0.616039351,23.4047249,0.000298799
-0.159215596,0.555004748,23.4215142,0.000136033
-0.173498521,0.492288726,23.43908127,0.000109069
-0.184878466,0.428807259,23.45660964,0.000201515
-0.193283528,0.36550172,23.47364107,0.000323373
-0.198723231,0.303292553,23.48979139,0.000237164
-0.201291656,0.243036985,23.50475797,0.000127616
-0.201161678,0.185495932,23.51832623,0.000128335
-0.198583833,0.131307775,23.53036451,5.42E-05
-0.193877146,0.080984573,23.54081842,0.000124154
-0.187414384,0.034906122,23.54969971,0.000133975
-0.179607703,-0.006677184,23.55706944,0.000330179
-0.170889435,-0.043636514,23.56303112,0.000543727
-0.161694726,-0.075960635,23.56772512,0.000670689
-0.152445126,-0.103734581,23.57131226,0.000468899
-0.143526748,-0.127132046,23.5739598,0.000191259
-0.135274346,-0.146395828,23.57583643,0.000145664
-0.127959421,-0.161830397,23.5771008,0.000243757
-0.121769039,-0.173794739,23.57789776,0.000271901
-0.116801498,-0.182690323,23.57835967,0.000428211
-0.113064235,-0.188957773,23.57859843,0.000446757
-0.110473334,-0.193064852,23.57870125,0.000566135
-0.108867846,-0.195494887,23.57873103,0.000613244
-0.108026029,-0.196724485,23.57872903,0.000411161
-0.107693144,-0.197200709,23.57872217,0.000296949
-0.107621806,-0.197303171,23.57872217,0.000456835
-0.107621806,-0.197303171,-23.57872217,0.000456835
